Ticket_Number,O_Violation_Location_Borough,O_Violation_Location_Block_No.,O_Violation_Location_Lot_No,O_Violation_Location_House_No.,O_Violation_Location_Street_Name,O_Violation_Location_City,O_Violation_Location_Zip_Code,O_Violation_Location_State_Name,Category (Gemini),Revised_Address (Gemini)
211819219,BROOKLYN,.,.,670,LAFFAYETTE AVE,BROOKLYN,.,NEW YORK,Full Address,670 LAFFAYETTE AVE
196385613,QUEENS,.,.,.,43 AVE 162 ST,QUEENS,.,NEW YORK,Intersection,43 AVE AND 162 ST
198314270,MANHATTAN,.,.,.,S W C O AUDUBON AVENUE W 185,NEW YORK,.,NEW YORK,Insufficient Information,AUDUBON AVENUE W 185
198459755,MANHATTAN,.,.,.,NWCO EAST 60 ST AT 1ST AVENU,NEW YORK,.,NEW YORK,Intersection,NWCO EAST 60 ST AND 1ST AVENU
199188276,QUEENS,.,.,.,GREENPOINT AVE AT BRADLEY AV,QUEENS,.,NEW YORK,Intersection,GREENPOINT AVE AND BRADLEY AV
199722198,BROOKLYN,.,.,.,N E C O ROCKAWAY PKWY I O FA,BROOKLYN,.,NEW YORK,Intersection,ROCKAWAY PKWY AND FA
199938760,MANHATTAN,.,.,.,W 34 ST 6 AVE,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST 6 AVE
200446016,BRONX,3739,37,1500,WESTCHESTER AVENUE,BRONX,10472,NEW YORK,Full Address,1500 WESTCHESTER AVENUE
200446501,BRONX,3892,19,1430,FTELEY AVENUE,BRONX,10472,NEW YORK,Full Address,1430 FTELEY AVENUE
201444320,QUEENS,.,.,.,HILLSIDE AVE COMMONWEALTH BL,QUEENS,.,NEW YORK,Intersection,HILLSIDE AVE AND COMMONWEALTH BL
201562085,BROOKLYN,1483,21,882,MADISON STREET,BROOKLYN,11221,NEW YORK,Full Address,882 MADISON STREET
202827360,QUEENS,12442,25,117-08,FARMERS BOULEVARD,SAINT ALBANS,11412,NEW YORK,Full Address,117-08 FARMERS BOULEVARD
202827451,QUEENS,12442,25,117-08,FARMERS BOULEVARD,SAINT ALBANS,11412,NEW YORK,Full Address,117-08 FARMERS BOULEVARD
202870782,QUEENS,.,.,.,32 AVE LINDEN PLACE,QUEENS,.,NEW YORK,Intersection,32 AVE AND LINDEN PLACE
204598763,MANHATTAN,.,.,.,INTERSECTION W 29 8TH AVE,NEW YORK,.,NEW YORK,Insufficient Information,INTERSECTION W 29 8TH AVE
209606210,QUEENS,.,.,.,I O HILLSIDE AVE AND 121 ST,QUEENS,.,NEW YORK,Intersection,HILLSIDE AVE AND 121 ST
211631018,BROOKLYN,.,.,.,I O 17TH AVE 60TH STREET,BROOKLYN,.,NEW YORK,Intersection,17TH AVE AND 60TH STREET
211740614,MANHATTAN,.,.,.,WEST 34 STREET 5 AVE N W,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND STREET 5 AVE N W
211741961,MANHATTAN,.,.,.,S W W 42 ST 5TH AVE,NEW YORK,.,NEW YORK,Intersection,S W W 42 ST AND 5TH AVE
211741970,MANHATTAN,.,.,.,5 AVE W 34TH ST,NEW YORK,.,NEW YORK,Intersection,5 AVE AND W 34TH ST
211741980,MANHATTAN,.,.,.,W 34 ST 5 AVE N W CORNER,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND ST 5 AVE
211741999,MANHATTAN,.,.,.,S W W 42 ST 5TH AVE,NEW YORK,.,NEW YORK,Intersection,S W W 42 ST AND 5TH AVE
211745234,MANHATTAN,.,.,.,LIBERTY ST AND SOUTH END,NEW YORK,.,NEW YORK,Intersection,LIBERTY ST AND SOUTH END
211745418,MANHATTAN,.,.,.,5 AVE 42 ST S W C,NEW YORK,.,NEW YORK,Intersection,5 AVE AND 42 ST S W C
211745427,MANHATTAN,.,.,.,5 AVE 42 ST S W C,NEW YORK,.,NEW YORK,Intersection,5 AVE AND 42 ST S W C
211746013,MANHATTAN,.,.,105,EAST 42 STREET,NEW YORK,10017,NEW YORK,Full Address,105 EAST 42 STREET
198517101,MANHATTAN,.,.,.,N E C O W 176 STREET FORT WA,NEW YORK,.,NEW YORK,Intersection,W 176 ST AND STREET FORT WA
198584284,NOT NYC,.,.,.,E 115 ST 1 AVE,.,.,NEW YORK,Intersection,E 115 ST AND ST 1 AVE
198833131,STATEN IS,.,.,.,RICHMOND TERR YORK AVE,STATEN ISLAND,.,NEW YORK,Intersection,RICHMOND TERR AND YORK AVE
199011845,QUEENS,.,.,.,AUSTIN ST 71 ROAD,QUEENS,.,NEW YORK,Intersection,AUSTIN ST AND 71 ROAD
200216390,BROOKLYN,.,.,.,I O EAST 18 ST AVE Y,BROOKLYN,.,NEW YORK,Intersection,EAST 18 ST AND ST AVE Y
200302897,BROOKLYN,.,.,.,I O AVENUE U AND BRIGHAM ST,BROOKLYN,.,NEW YORK,Intersection,AVENUE U AND BRIGHAM ST
200329104,BRONX,.,.,.,N W C O SEWARD AVE PUGSLEY A,BRONX,.,NEW YORK,Intersection,SEWARD AVE AND PUGSLEY A
200531073,NOT NYC,.,.,.,E 138 STREET ST ANNS AVE,.,.,NEW YORK,Intersection,E 138 ST AND STREET ST ANNS AVE
200878031,BRONX,.,.,.,OVERING ST WESTCHESTER AVE,BRONX,.,NEW YORK,Intersection,OVERING ST AND WESTCHESTER AVE
201561883,BROOKLYN,.,.,.,MYRTLE BROADWAY,BROOKLYN,.,NEW YORK,Intersection,MYRTLE AND BROADWAY
211743218,MANHATTAN,.,.,.,S W 7TH AVE W 33 ST,NEW YORK,.,NEW YORK,Intersection,S W 7TH AVE AND W 33 ST
211745216,MANHATTAN,.,.,.,WEST 42ND ST 5 AVE,NEW YORK,.,NEW YORK,Intersection,WEST 42ND ST AND 5 AVE
211746022,MANHATTAN,.,.,.,5 AVE W 34 ST N W C,NEW YORK,.,NEW YORK,Intersection,5 AVE AND W 34 ST N W C
211746215,MANHATTAN,.,.,3,TIME SQUARE,NEW YORK,.,NEW YORK,Full Address,3 TIME SQUARE
196445132,BROOKLYN,.,.,.,HUMBOLDT STREET AND WEST STR,BROOKLYN,.,NEW YORK,Intersection,HUMBOLDT STREET AND WEST STR
198032488,MANHATTAN,.,.,.,I O EAST 41 2 AVENUE,NEW YORK,.,NEW YORK,Intersection,EAST 41 ST AND 2 AVENUE
198312822,MANHATTAN,2219,21,500,WEST 207 STREET,NEW YORK,10034,NEW YORK,Full Address,500 WEST 207 STREET
198965571,QUEENS,.,.,.,63 STREET ROOSEVELT AVE,QUEENS,.,NEW YORK,Intersection,63 STREET AND ROOSEVELT AVE
199922077,BROOKLYN,.,.,2520,FLATBUSH AVENUE,BROOKLYN,11234,NEW YORK,Full Address,2520 FLATBUSH AVENUE
200672277,BRONX,2690,22,910,PROSPECT AVENUE,BRONX,10459,NEW YORK,Full Address,910 PROSPECT AVENUE
201440150,BROOKLYN,1600,7501,9,MALCOLM X BOULEVARD,BROOKLYN,11221,NEW YORK,Full Address,9 MALCOLM X BOULEVARD
201614528,BROOKLYN,.,.,.,NEWPORT VAN SINDERIN,BROOKLYN,.,NEW YORK,Insufficient Information,NEWPORT VAN SINDERIN
202860543,QUEENS,.,.,.,I O 66 AVE SAUNDERS ST,QUEENS,.,NEW YORK,Intersection,66 AVE AND SAUNDERS ST
203189791,MANHATTAN,.,.,.,EAST 106 STREET LEXINGTON AV,NEW YORK,.,NEW YORK,Intersection,EAST 106 ST AND STREET LEXINGTON AV
211741943,MANHATTAN,.,.,.,BROADWAY W 35 ST,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND W 35 ST
211741952,MANHATTAN,.,.,.,BROADWAY WEST 35 STREET,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND WEST 35 STREET
211745243,MANHATTAN,.,.,ONE,PENN PLAZA,NEW YORK,10119,NEW YORK,Full Address,ONE PENN PLAZA
211745252,MANHATTAN,.,.,ONE,PENN PLAZA,NEW YORK,.,NEW YORK,Full Address,ONE PENN PLAZA
211745610,MANHATTAN,.,.,.,WEST 34 ST 5 AVE,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND ST 5 AVE
211745629,MANHATTAN,.,.,.,WEST 34 ST 5 AVE,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND ST 5 AVE
211746224,MANHATTAN,995,5,151,WEST 42 STREET,NEW YORK,10036,NEW YORK,Full Address,151 WEST 42 STREET
211757215,MANHATTAN,.,.,.,VESTRY HUDSON ST,NEW YORK,.,NEW YORK,Insufficient Information,VESTRY HUDSON ST
214582610,BROOKLYN,.,.,.,N W CORNER OF GRAND STREET I,BROOKLYN,.,NEW YORK,Intersection,N W CORNER OF GRAND STREET AND I
198643235,MANHATTAN,1736,1,560,LENOX AVENUE,NEW YORK,10037,NEW YORK,Full Address,560 LENOX AVENUE
201015760,BRONX,.,.,.,PELHAM PARKWAY SOUTH AND CRU,BRONX,.,NEW YORK,Intersection,PELHAM PARKWAY SOUTH AND CRU
201162950,BROOKLYN,.,.,.,BERGEN ST TROY AVE,BROOKLYN,.,NEW YORK,Intersection,BERGEN ST AND TROY AVE
202865264,QUEENS,.,.,.,W B PARTMOUTH STREET YELLOWS,QUEENS,.,NEW YORK,Intersection,PARTMOUTH STREET AND YELLOWS
198312840,MANHATTAN,2222,25,130,POST AVENUE,NEW YORK,10034,NEW YORK,Full Address,130 POST AVENUE
198328599,MANHATTAN,1969,81,1413,AMSTERDAM AVENUE,NEW YORK,10027,NEW YORK,Full Address,1413 AMSTERDAM AVENUE
199454540,QUEENS,9516,30,111-01,LIBERTY AVENUE,SOUTH RICHMOND,11419,NEW YORK,Full Address,111-01 LIBERTY AVENUE
200129591,BROOKLYN,.,.,.,SW 5TH AVE 80 ST,BROOKLYN,.,NEW YORK,Intersection,SW 5TH AVE AND 80 ST
200333266,BRONX,.,.,.,ROSEDALE AVENUE BRUCKNER BOU,BRONX,.,NEW YORK,Insufficient Information,ROSEDALE AVENUE BRUCKNER BOU
203104505,QUEENS,.,.,.,CROSSWALK S E C O 202 STREET,QUEENS,.,NEW YORK,Intersection,CROSSWALK S E AND 202 STREET
198537323,MANHATTAN,.,.,.,W 145 ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,W 145 ST AND ST 8 AVE
198963537,QUEENS,.,.,.,INTERSECTION OF 5 STREET AND,QUEENS,.,NEW YORK,Intersection,INTERSECTION OF 5 STREET AND AND
199733115,BROOKLYN,5184,41,580,EAST 21 STREET,BROOKLYN,11226,NEW YORK,Full Address,580 EAST 21 STREET
200185691,BROOKLYN,.,.,.,AVE U OCEAN AVENUE,BROOKLYN,.,NEW YORK,Insufficient Information,AVE U OCEAN AVENUE
200672221,BRONX,.,.,.,EB WESTCHESTER SIMPSON ST,BRONX,.,NEW YORK,Insufficient Information,WESTCHESTER SIMPSON ST
214552095,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
199217087,QUEENS,4711,75,22-20,154 STREET,WHITESTONE,11357,NEW YORK,Full Address,22-20 154 STREET
199244302,QUEENS,.,.,.,S E C O COLLEGE POINT BLVD 3,QUEENS,.,NEW YORK,Intersection,COLLEGE POINT BLVD AND 3
199249472,QUEENS,.,.,.,PARSONS BLVD HOLLY AVENUE,QUEENS,.,NEW YORK,Intersection,PARSONS BLVD AND HOLLY AVENUE
199615341,QUEENS,.,.,.,97 AVE WOODHAVEN BLVD,QUEENS,.,NEW YORK,Intersection,97 AVE AND WOODHAVEN BLVD
200618083,BRONX,2844,105,1459,WYTHE PLACE,BRONX,10452,NEW YORK,Full Address,1459 WYTHE PLACE
204700293,QUEENS,.,.,.,ROCKAWAY BLVD 142 ST,QUEENS,.,NEW YORK,Intersection,ROCKAWAY BLVD AND 142 ST
214582428,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
196184726,BROOKLYN,.,.,.,S E CORNER E 19 ST AVE J,BROOKLYN,.,NEW YORK,Intersection,S E CORNER E 19 ST AND AVE J
198628248,MANHATTAN,.,.,1026,ST NICOLAS AVENUE,NEW YORK,.,NEW YORK,Full Address,1026 ST NICOLAS AVENUE
198729282,STATEN IS,.,.,.,FOREST BARRETT,STATEN ISLAND,.,NEW YORK,Intersection,FOREST AND BARRETT
199818190,BROOKLYN,.,.,.,N B FLATBUSH AVE I O NOSTRAN,BROOKLYN,.,NEW YORK,Intersection,FLATBUSH AVE AND NOSTRAN
199917163,BROOKLYN,.,.,.,I O 65 ST BAY PKWY,BROOKLYN,.,NEW YORK,Intersection,65 ST AND BAY PKWY
200358382,BROOKLYN,2621,22,213,ECKFORD STREET,BROOKLYN,11222,NEW YORK,Full Address,213 ECKFORD STREET
201014752,BRONX,.,.,.,MORRIS PARK AVENUE UNION POR,BRONX,.,NEW YORK,Insufficient Information,MORRIS PARK AVENUE UNION POR
201027292,BRONX,.,.,.,CYPRESS AVE ST MARY,BRONX,.,NEW YORK,Intersection,CYPRESS AVE AND ST MARY
203215210,QUEENS,.,.,.,115 AVE SPRINGFIELD AVE,QUEENS,.,NEW YORK,Intersection,115 AVE AND SPRINGFIELD AVE
211741595,MANHATTAN,809,3,425,7 AVENUE,NEW YORK,10001,NEW YORK,Full Address,425 7 AVENUE
211745261,MANHATTAN,.,.,.,N E CORNER 40TH ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,N E CORNER 40TH ST AND 8 AVE
211745647,MANHATTAN,.,.,.,W 40 ST 8 AVE NE CORNER,NEW YORK,.,NEW YORK,Intersection,W 40 ST AND ST 8 AVE NE
211745665,MANHATTAN,.,.,.,W 40 ST 8 AVE NE CORNER,NEW YORK,.,NEW YORK,Intersection,W 40 ST AND ST 8 AVE NE
211745811,MANHATTAN,.,.,.,W 40 ST AND 8 AVE NE CORNER,NEW YORK,.,NEW YORK,Intersection,W 40 ST AND 8 AVE NE
211746040,MANHATTAN,.,.,.,W 42 STREET 7 AVENUE,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND STREET 7 AVENUE
211747021,MANHATTAN,.,.,.,W 42 STREET 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 42 ST AND STREET 7 AVE
211970330,MANHATTAN,.,.,.,W 105 ST AND AMSTERDAM,NEW YORK,.,NEW YORK,Intersection,W 105 ST AND AMSTERDAM
196264898,QUEENS,.,.,.,JAMAICA AVE SPRINGFIELD BLVD,QUEENS,.,NEW YORK,Intersection,JAMAICA AVE AND SPRINGFIELD BLVD
196664528,BRONX,.,.,.,BRONXDALE AVENUE SACKETT,BRONX,.,NEW YORK,Insufficient Information,BRONXDALE AVENUE SACKETT
197810040,MANHATTAN,.,.,.,S E C DELANCEY ST ESSEX ST,NEW YORK,.,NEW YORK,Intersection,S E C DELANCEY ST AND ESSEX ST
197961969,MANHATTAN,1011,7505,100,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,100 WEST 59 STREET
199126061,QUEENS,1509,1,80-19,BROADWAY,ELMHURST,11373,NEW YORK,Full Address,80-19 BROADWAY
199218728,QUEENS,.,.,133-17,41 AVENUE,FLUSHING,11355,NEW YORK,Full Address,133-17 41 AVENUE
199701682,QUEENS,.,.,.,DUNKIRK ST BRINKERHOFF AVE,QUEENS,.,NEW YORK,Intersection,DUNKIRK ST AND BRINKERHOFF AVE
199977517,BROOKLYN,.,.,.,I S O 39TH STREET 15TH AVE,BROOKLYN,.,NEW YORK,Intersection,I S O 39TH STREET AND 15TH AVE
201037082,BRONX,.,.,.,3 AVE E 148 ST,BRONX,.,NEW YORK,Intersection,3 AVE AND E 148 ST
203086227,QUEENS,.,.,.,91 RD 222 ST,QUEENS,.,NEW YORK,Intersection,91 RD AND 222 ST
203103479,QUEENS,.,.,.,LINDEN BLVD 169 STREET,QUEENS,.,NEW YORK,Intersection,LINDEN BLVD AND 169 STREET
206236966,MANHATTAN,.,.,.,N E CORNER OF E 20 ST 2ND AV,NEW YORK,.,NEW YORK,Intersection,N E CORNER OF E 20 ST AND 2ND AV
207636597,QUEENS,.,.,.,TIOGO DRIVE DUNKIRK ST,QUEENS,.,NEW YORK,Intersection,TIOGO DRIVE AND DUNKIRK ST
207849474,MANHATTAN,.,.,.,N E C O EAST 50 ST 5 AVE,NEW YORK,.,NEW YORK,Intersection,EAST 50 ST AND ST 5 AVE
207849483,MANHATTAN,.,.,.,N E C O EAST 50 ST 5 AVE,NEW YORK,.,NEW YORK,Intersection,EAST 50 ST AND ST 5 AVE
207849813,MANHATTAN,.,.,.,WEST 51 STREET 9TH AVENUE,NEW YORK,.,NEW YORK,Intersection,WEST 51 ST AND STREET 9TH AVENUE
197775380,MANHATTAN,.,.,.,E HOUSTON BOWERY,NEW YORK,.,NEW YORK,Insufficient Information,E HOUSTON BOWERY
198211027,MANHATTAN,.,.,.,51 ST AND 7 AVENUE,NEW YORK,.,NEW YORK,Intersection,51 ST AND 7 AVENUE
198226820,MANHATTAN,.,.,.,WEST 53 ST 6 AVE,NEW YORK,.,NEW YORK,Intersection,WEST 53 ST AND ST 6 AVE
198482855,MANHATTAN,.,.,.,AMSTERDAM AVENUE WEST 65 ST,NEW YORK,.,NEW YORK,Insufficient Information,AMSTERDAM AVENUE WEST 65 ST
198754867,STATEN IS,.,.,.,WOOLLEY AVE S GANNON AVE,STATEN ISLAND,.,NEW YORK,Intersection,WOOLLEY AVE AND S GANNON AVE
199739311,BROOKLYN,.,.,.,I O OCEAN AVE CATON AVE,BROOKLYN,.,NEW YORK,Intersection,OCEAN AVE AND CATON AVE
199817411,BROOKLYN,.,.,.,OCEAN AVENUE N E CORNER AVEN,BROOKLYN,.,NEW YORK,Insufficient Information,OCEAN AVENUE N E CORNER AVEN
199817420,BROOKLYN,.,.,.,I O AVENUE K AND EAST 17 ST,BROOKLYN,.,NEW YORK,Intersection,AVENUE K AND EAST 17 ST
201243415,BROOKLYN,1168,58,732,FRANKLIN AVENUE,BROOKLYN,11238,NEW YORK,Full Address,732 FRANKLIN AVENUE
201493023,BROOKLYN,3209,34,282,KNICKERBOCKER AVENUE,BROOKLYN,11237,NEW YORK,Full Address,282 KNICKERBOCKER AVENUE
202872524,QUEENS,.,.,.,ROOSEVELT AVE COLLEGE POINT,QUEENS,.,NEW YORK,Intersection,ROOSEVELT AVE AND COLLEGE POINT
206052633,MANHATTAN,1035,1,630,9 AVENUE,NEW YORK,10036,NEW YORK,Full Address,630 9 AVENUE
211747214,NOT NYC,.,.,.,N E CORNER OF 43 ST 6TH AVE,.,.,NEW YORK,Intersection,N E CORNER OF 43 ST AND 6TH AVE
198741290,STATEN IS,1131,1,524,PORT RICHMOND AVENUE,STATEN ISLAND,10302,NEW YORK,Full Address,524 PORT RICHMOND AVENUE
199723105,BROOKLYN,.,.,.,I O REMSEN AVE GLENWOOD RD,BROOKLYN,.,NEW YORK,Intersection,REMSEN AVE AND GLENWOOD RD
200630770,BRONX,.,.,.,W 228 ST AND MARBLE HILL AVE,BRONX,.,NEW YORK,Intersection,W 228 ST AND MARBLE HILL AVE
203068508,QUEENS,.,.,.,91 AVE W B 91 ST,QUEENS,.,NEW YORK,Intersection,91 AVE AND W B 91 ST
212094731,BRONX,.,.,.,E 180 MORRIS,BRONX,.,NEW YORK,Intersection,E 180 ST AND MORRIS
214582592,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher
197845057,MANHATTAN,.,.,.,3RD AVE E 12TH ST,NEW YORK,.,NEW YORK,Intersection,3RD AVE AND E 12TH ST
197966551,MANHATTAN,1056,29,669,9 AVENUE,NEW YORK,10036,NEW YORK,Full Address,669 9 AVENUE
198312850,MANHATTAN,.,.,.,WEST 102 ST AND 9 AVENUE,NEW YORK,.,NEW YORK,Intersection,WEST 102 ST AND 9 AVENUE
198961438,QUEENS,.,.,.,WOODSIDE AVE 37 AVENUE,QUEENS,.,NEW YORK,Intersection,WOODSIDE AVE AND 37 AVENUE
201075564,BROOKLYN,.,.,.,I O PITKIN AVE MOTHER GASTON,BROOKLYN,.,NEW YORK,Intersection,PITKIN AVE AND MOTHER GASTON
201075573,BROOKLYN,.,.,.,PITKIN AVE MOTHER GASTON BLV,BROOKLYN,.,NEW YORK,Intersection,PITKIN AVE AND MOTHER GASTON BLV
201159009,BRONX,4581,1,1260,BURKE AVENUE,BRONX,10469,NEW YORK,Full Address,1260 BURKE AVENUE
201440169,BROOKLYN,.,.,.,FULTON ST STUYVESANT AVE,BROOKLYN,.,NEW YORK,Intersection,FULTON ST AND STUYVESANT AVE
201638077,BRONX,.,.,.,C O E 184 ST RYER AV,BRONX,.,NEW YORK,Intersection,E 184 ST AND ST RYER AV
202091277,QUEENS,470,200,40-01,12 STREET,LONG ISLAND CIT,11101,NEW YORK,Full Address,40-01 12 STREET
206044080,QUEENS,.,.,.,W 47 STREET I O BROADWAY,QUEENS,.,NEW YORK,Intersection,W 47 STREET AND BROADWAY
207841765,MANHATTAN,.,.,.,N E C O W 40 9 AVE,NEW YORK,.,NEW YORK,Intersection,W 40 ST AND 9 AVE
208111045,BROOKLYN,.,.,.,C O TOMPKINS AVE GATES,BROOKLYN,.,NEW YORK,Intersection,TOMPKINS AVE AND GATES
209581341,MANHATTAN,1774,20,2081,LEXINGTON AVENUE,NEW YORK,10035,NEW YORK,Full Address,2081 LEXINGTON AVENUE
209591800,MANHATTAN,763,4,530,9 AVENUE,NEW YORK,10018,NEW YORK,Full Address,530 9 AVENUE
209599015,NOT NYC,.,.,.,F O 590 8TH AVE,.,.,NEW YORK,Insufficient Information,F O 590 8TH AVE
211744015,MANHATTAN,441,7501,400,EAST 14 STREET,NEW YORK,10009,NEW YORK,Full Address,400 EAST 14 STREET
211744033,MANHATTAN,.,.,400,14TH ST,NEW YORK,.,NEW YORK,Full Address,400 14TH ST
214582895,.,.,.,.,.,.,.,.,Insufficient Information,Not enough information to decipher
197775930,MANHATTAN,237,26,129,MOTT STREET,NEW YORK,10013,NEW YORK,Full Address,129 MOTT STREET
197942223,MANHATTAN,.,.,.,W 47 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 47 ST AND ST BROADWAY
198474156,MANHATTAN,.,.,.,S W CORNER EAST 63 ST PARK A,NEW YORK,.,NEW YORK,Intersection,S W CORNER EAST 63 ST AND PARK A
200306141,BROOKLYN,7333,47,2819,AVENUE U,BROOKLYN,11229,NEW YORK,Full Address,2819 AVENUE U
202758591,QUEENS,.,.,.,165 ST AND HILLSIDE AVE,QUEENS,.,NEW YORK,Intersection,165 ST AND HILLSIDE AVE
211746233,MANHATTAN,.,.,.,NW C O W 42 ST AND 8 AVE,NEW YORK,.,NEW YORK,Intersection,NW AND W 42 ST AND 8 AVE
211747508,MANHATTAN,.,.,.,W 46 ST 8TH AVE,NEW YORK,.,NEW YORK,Intersection,W 46 ST AND ST 8TH AVE
214584839,BROOKLYN,.,.,15,RIVER STREET,BROOKLYN,11249,NEW YORK,Full Address,15 RIVER STREET
196407072,BROOKLYN,2780,18,82,POWERS STREET,BROOKLYN,11211,NEW YORK,Full Address,82 POWERS STREET
196739290,BRONX,.,.,.,E FORDHAM RD ARTHUR AVENUE,BRONX,.,NEW YORK,Intersection,E FORDHAM RD AND ARTHUR AVENUE
197774711,MANHATTAN,.,.,.,BOWERY BAYARD,NEW YORK,.,NEW YORK,Intersection,BOWERY AND BAYARD
197961978,MANHATTAN,1274,7503,50,WEST 59 STREET,NEW YORK,10019,NEW YORK,Full Address,50 WEST 59 STREET
198095893,MANHATTAN,477,11,101,AVENUE OF THE AMERICAS,NEW YORK,10013,NEW YORK,Full Address,101 AVENUE OF THE AMERICAS
200948249,BRONX,.,.,1973,WALTER AVE,BRONX,.,NEW YORK,Full Address,1973 WALTER AVE
206044062,MANHATTAN,1036,33,725,8 AVENUE,NEW YORK,10036,NEW YORK,Full Address,725 8 AVENUE
207817500,MANHATTAN,1115,7503,1886,BROADWAY,NEW YORK,10023,NEW YORK,Full Address,1886 BROADWAY
209639037,BROOKLYN,.,.,.,HANCOCK ST IRVING AVE,BROOKLYN,.,NEW YORK,Intersection,HANCOCK ST AND IRVING AVE
211746242,MANHATTAN,.,.,.,S E W 42 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,S E W 42 ST AND BROADWAY
211746251,MANHATTAN,.,.,.,S E W 42 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,S E W 42 ST AND BROADWAY
211746260,MANHATTAN,.,.,.,S E W 42 ST 7 AVE,NEW YORK,.,NEW YORK,Intersection,S E W 42 ST AND 7 AVE
211746270,MANHATTAN,.,.,.,S W W 42 ST 7 AVE,NEW YORK,.,NEW YORK,Intersection,S W W 42 ST AND 7 AVE
211813829,BROOKLYN,1859,33,494,MARCUS GARVEY BOULEVARD,BROOKLYN,11216,NEW YORK,Full Address,494 MARCUS GARVEY BOULEVARD
211813883,BROOKLYN,1854,37,482,TOMPKINS AVENUE,BROOKLYN,11216,NEW YORK,Full Address,482 TOMPKINS AVENUE
196709509,BRONX,2379,58,3077,3 AVENUE,BRONX,10451,NEW YORK,Full Address,3077 3 AVENUE
198717696,MANHATTAN,.,.,.,W 162 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 162 ST AND ST BROADWAY
199171437,QUEENS,.,.,.,S E C O SPRINGFIELD BLVD 73,QUEENS,.,NEW YORK,Intersection,SPRINGFIELD BLVD AND 73
199503417,QUEENS,.,.,.,BEACH 49 ST BCD,QUEENS,.,NEW YORK,Intersection,BEACH 49 ST AND BCD
199929630,BROOKLYN,.,.,.,C O ALBANY AVE AVE J,BROOKLYN,.,NEW YORK,Intersection,ALBANY AVE AND AVE J
200035139,BROOKLYN,.,.,.,UNION STREET I O 4 AVE,BROOKLYN,.,NEW YORK,Intersection,UNION STREET AND 4 AVE
200079523,BROOKLYN,.,.,.,I O 77 ST 4TH AVE,BROOKLYN,.,NEW YORK,Intersection,77 ST AND 4TH AVE
207848576,MANHATTAN,.,.,.,W 43 ST 8 AVE,NEW YORK,.,NEW YORK,Intersection,W 43 ST AND ST 8 AVE
209513619,BROOKLYN,.,.,.,CAMPUS RD I O E 27TH STREET,BROOKLYN,.,NEW YORK,Intersection,CAMPUS RD AND E 27TH STREET
211726800,BROOKLYN,.,.,.,FLATBUSH BERGEN,BROOKLYN,.,NEW YORK,Intersection,FLATBUSH AND BERGEN
196668304,BRONX,.,.,.,PELHAM PARKWAY N AT WILLIAMS,BRONX,.,NEW YORK,Intersection,PELHAM PARKWAY N AND WILLIAMS
198549488,MANHATTAN,.,.,2090,7 AVENUE,NEW YORK,10027,NEW YORK,Full Address,2090 7 AVENUE
198700545,MANHATTAN,.,.,.,W 116 ST AND 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 116 ST AND 7 AVE
200089093,BROOKLYN,.,.,.,9TH ST I O SMITH ST,BROOKLYN,.,NEW YORK,Intersection,9TH ST AND SMITH ST
201587073,BROOKLYN,.,.,1180,LIBERTY AVENUE,BROOKLYN,11208,NEW YORK,Full Address,1180 LIBERTY AVENUE
202827305,QUEENS,.,.,.,C O 204 ST HOLLIS AVE,QUEENS,.,NEW YORK,Intersection,204 ST AND HOLLIS AVE
202880866,QUEENS,.,.,.,21 STREET 44 DRIVE,QUEENS,.,NEW YORK,Intersection,21 STREET AND 44 DRIVE
206161900,QUEENS,3577,33,73-06,FOREST AVENUE,RIDGEWOOD,11385,NEW YORK,Full Address,73-06 FOREST AVENUE
206161919,QUEENS,3576,31,72-06,FOREST AVENUE,RIDGEWOOD,11385,NEW YORK,Full Address,72-06 FOREST AVENUE
209603011,QUEENS,.,.,.,NB 78 STREET AND LIBERTY AVE,QUEENS,.,NEW YORK,Intersection,78 STREET AND LIBERTY AVE
198945780,QUEENS,1271,6,71-24,35 AVENUE,JACKSON HEIGHTS,11372,NEW YORK,Full Address,71-24 35 AVENUE
